Name,Probability
Robert Edmans,0.0011911030275759257
Ray Jones,0.0011911030275759257
Alex Smith,0.0011911030275759257
Tony Cottee,0.0011911030275759257
Tony Sinclair,0.0011911030275759257
Ugo Ehiogu,0.0011911030275759257
Ian Wright,0.0011911030275759257
Jamie Smith,0.0011911030275759257
Jason Lee,0.0011911030275759257
David Beckham,0.0011911030275759257
Mick Harford,0.0011854311083969926
John Scales,0.0011854311083969926
Callum Hudson-Odoi,0.0011769232296285933
Rob Jones,0.0011721966303128157
Stephen Foster,0.0011721966303128157
Leon Osman,0.0011721966303128157
David Murphy,0.0011721966303128157
Justin Richards,0.0011721966303128157
Aaron Brown,0.0011721966303128157
Chris Smith,0.0011721966303128157
Mark Wright,0.0011721966303128157
Chris Palmer,0.0011721966303128157
Wayne Brown,0.0011721966303128157
Nick Fenton,0.0011721966303128157
Lee Hughes,0.0011721966303128157
Danny Hill,0.0011343838357865958
Clive Allen,0.0011343838357865958
Andy Gray,0.0011343838357865958
Jay Smith,0.0011343838357865958
Peter Bonetti,0.0011343838357865956
Paul Bracewell,0.001128711916607663
Nick Barmby,0.001100352320712998
Darren Anderton,0.001100352320712998
Francis Jeffers,0.001100352320712998
David Unsworth,0.001100352320712998
Teddy Sheringham,0.0010776646439972662
Chris Smalling,0.0010634848460499336
Jamie Redknapp,0.0010436331289236682
Danny Mills,0.0010436331289236682
Kieron Dyer,0.0010436331289236682
David Bentley,0.0010436331289236682
Chris Smith,0.0010398518494710463
Magnus Norman,0.0010351252501552687
Ruben Loftus-Cheek,0.0010351252501552687
Jadon Sancho,0.0010351252501552687
Tammy Abraham,0.0010351252501552687
Peter Beadle,0.0010209454522079363
Jermaine Brown,0.0010209454522079363
Tim Sherwood,0.0010209454522079363
Tony Adams,0.0010209454522079363
Gary Cohen,0.0010209454522079363
Luke Shaw,0.0009925858563132714
Dean Ashton,0.0009869139371343383
Gary Charles,0.0009869139371343383
Jamie Brown,0.0009831326576817164
Ashley Smith,0.0009831326576817164
Charlie Henry,0.0009642262604186067
Oliver Allen,0.0009642262604186067
